"","X","id","latitude","longitude","findspot_ancient_clean","province_label_clean","modern_region_clean","not_before","not_after","type_of_monument_clean","material_clean","type_of_inscription_clean","transcription","clean_text_interpretive_word","id_people","person_number_insc","name","praenomen","nomen","name_clean","nomen_clean","cognomen","supernomen","gender","origo","status","total_age","age_years","age_months","age_hours","nomen_nonempty"
"206",18866,"HD016944",7.6305,45.2171,"NULL","Transpadana (Regio XI)","NULL",1,100,"NULL","NULL","epitaph","------]tius P(ubli) f(ilius) / [--- sevi]r Aug(ustalis) sibi et / [---] M(arci) f(iliae) Vera[e]","tius Publi filius sevir Augustalis sibi et Marci filiae Verae",18866,1,"[---]tius P.f. [---]","[-]","[---]tius","[---]tius P.f. [---]","[---]tius","[---]",NA,NA,NA,"Augustales",NA,NA,NA,NA,""
"207",18867,"HD016944",7.6305,45.2171,"NULL","Transpadana (Regio XI)","NULL",1,100,"NULL","NULL","epitaph","------]tius P(ubli) f(ilius) / [--- sevi]r Aug(ustalis) sibi et / [---] M(arci) f(iliae) Vera[e]","tius Publi filius sevir Augustalis sibi et Marci filiae Verae",18867,2,"[---] M.f. Vera[e]",NA,"[---]","[---] M.f. Vera[e]","[---]","Vera+",NA,NA,NA,NA,NA,NA,NA,NA,""
"208",18999,"HD017225",10.2268,45.5397,"Civitas Camunnorum","Transpadana (Regio XI)","Lombardia",1,200,"table","NULL","votive inscription","Minervae // Vesbaedus Ambici [---]","Minervae Vesbaedus Ambici",18999,1,"Vesbaedus Ambici",NA,NA,"Vesbaedus Ambici",NA,"Vesbaedus",NA,"male",NA,NA,NA,NA,NA,NA,NA
"209",19000,"HD017225",10.2268,45.5397,"Civitas Camunnorum","Transpadana (Regio XI)","Lombardia",1,200,"table","NULL","votive inscription","Minervae // Vesbaedus Ambici [---]","Minervae Vesbaedus Ambici",19000,2,"Ambici",NA,NA,"Ambici",NA,"Ambicus",NA,"male",NA,NA,NA,NA,NA,NA,NA
"210",19005,"HD017228",10.2268,45.5397,"Civitas Camunnorum","Transpadana (Regio XI)","Lombardia",1,200,"altar","NULL","votive inscription","[Miner]vae / [Vesbaedus A]mbici f(ilius) d(e) [s(uo) d(edit)]","Minervae Vesbaedus Ambici filius de suo dedit",19005,1,"[Vesbaedus A]mbici f.",NA,NA,"[Vesbaedus A]mbici f.",NA,"Vesbaedus+",NA,"male",NA,NA,NA,NA,NA,NA,NA
"211",19006,"HD017228",10.2268,45.5397,"Civitas Camunnorum","Transpadana (Regio XI)","Lombardia",1,200,"altar","NULL","votive inscription","[Miner]vae / [Vesbaedus A]mbici f(ilius) d(e) [s(uo) d(edit)]","Minervae Vesbaedus Ambici filius de suo dedit",19006,2,"[A]mbici",NA,NA,"[A]mbici",NA,"Ambicus+",NA,"male",NA,NA,NA,NA,NA,NA,NA
"212",19007,"HD017231",10.2268,45.5397,"Civitas Camunnorum","Transpadana (Regio XI)","Lombardia",150,300,"tabula","NULL","votive inscription","V(otum) / l(ibentes) // m(erito) // Diis Penatibus / Publius Sec(undus) et Valentina Albani","Votum libentes merito Diis Penatibus Publius Secundus et Valentina Albani",19007,1,"Publius Sec.",NA,"Publius","Publius Sec.","Publius","Secundus*",NA,"male",NA,NA,NA,NA,NA,NA,"Publius"
"213",19008,"HD017231",10.2268,45.5397,"Civitas Camunnorum","Transpadana (Regio XI)","Lombardia",150,300,"tabula","NULL","votive inscription","V(otum) / l(ibentes) // m(erito) // Diis Penatibus / Publius Sec(undus) et Valentina Albani","Votum libentes merito Diis Penatibus Publius Secundus et Valentina Albani",19008,2,"Valentina Albani",NA,NA,"Valentina Albani",NA,"Valentina",NA,"female",NA,NA,NA,NA,NA,NA,NA
"214",19009,"HD017231",10.2268,45.5397,"Civitas Camunnorum","Transpadana (Regio XI)","Lombardia",150,300,"tabula","NULL","votive inscription","V(otum) / l(ibentes) // m(erito) // Diis Penatibus / Publius Sec(undus) et Valentina Albani","Votum libentes merito Diis Penatibus Publius Secundus et Valentina Albani",19009,3,"Albani",NA,NA,"Albani",NA,"Albanus",NA,"male",NA,NA,NA,NA,NA,NA,NA
"215",19033,"HD017255",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",151,250,"stele","NULL","epitaph","D(is) M(anibus) / M(arco) Albuci[o] / v(iro) e(gregio) eq(uiti) Rom(ano) [---?]/nis innocen[---] / M(arcus) Albuci[us ------?","Dis Manibus Marco Albucio viro egregio equiti Romano nis innocen Marcus Albucius",19033,1,"M. Albuci[o]","M.","Albucius+","M. Albuci[o]","Albucius",NA,NA,"male",NA,"equestrian order",NA,NA,NA,NA,"Albucius"
"216",19034,"HD017255",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",151,250,"stele","NULL","epitaph","D(is) M(anibus) / M(arco) Albuci[o] / v(iro) e(gregio) eq(uiti) Rom(ano) [---?]/nis innocen[---] / M(arcus) Albuci[us ------?","Dis Manibus Marco Albucio viro egregio equiti Romano nis innocen Marcus Albucius",19034,2,"M. Albuci[us]","M.","Albucius+","M. Albuci[us]","Albucius",NA,NA,"male",NA,NA,NA,NA,NA,NA,"Albucius"
"217",19359,"HD017530",8.7833,45.1167,"Laumellum","Transpadana (Regio XI)","NULL",-201,50,"instrumentum domesticum","NULL","NULL","Vecon(i) Irumeli p(ondo) S sc(ripula) II","Veconi Irumeli pondo S scripula II",19359,1,"Vecon. Irumeli",NA,"Vecco","Vecon. Irumeli","Vecco","Irumelus",NA,NA,NA,NA,NA,NA,NA,NA,"Vecco"
"218",19518,"HD017719",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",101,300,"tabula","NULL","epitaph","D(is) M(anibus) / Fl(aviae) Semneti et Fl(avio) Semno / et Fl(avio) Athen(a)eo fecit / Athen(a)eus matri et fratribus / b(ene) m(erentibus)","Dis Manibus Flaviae Semneti et Flavio Semno et Flavio Athenaeo fecit Athenaeus matri et fratribus bene merentibus",19518,1,"Fl. Semneti",NA,"Flavia*","Fl. Semneti","Flavia","Semne",NA,"female",NA,NA,NA,NA,NA,NA,"Flavia"
"219",19519,"HD017719",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",101,300,"tabula","NULL","epitaph","D(is) M(anibus) / Fl(aviae) Semneti et Fl(avio) Semno / et Fl(avio) Athen(a)eo fecit / Athen(a)eus matri et fratribus / b(ene) m(erentibus)","Dis Manibus Flaviae Semneti et Flavio Semno et Flavio Athenaeo fecit Athenaeus matri et fratribus bene merentibus",19519,2,"Fl. Semno",NA,"Flavius*","Fl. Semno","Flavius","Semnus",NA,"male",NA,NA,NA,NA,NA,NA,"Flavius"
"220",19520,"HD017719",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",101,300,"tabula","NULL","epitaph","D(is) M(anibus) / Fl(aviae) Semneti et Fl(avio) Semno / et Fl(avio) Athen(a)eo fecit / Athen(a)eus matri et fratribus / b(ene) m(erentibus)","Dis Manibus Flaviae Semneti et Flavio Semno et Flavio Athenaeo fecit Athenaeus matri et fratribus bene merentibus",19520,3,"Fl. Atheneo",NA,"Flavius*","Fl. Atheneo","Flavius","Athenaeus*",NA,"male",NA,NA,NA,NA,NA,NA,"Flavius"
"221",19521,"HD017719",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",101,300,"tabula","NULL","epitaph","D(is) M(anibus) / Fl(aviae) Semneti et Fl(avio) Semno / et Fl(avio) Athen(a)eo fecit / Athen(a)eus matri et fratribus / b(ene) m(erentibus)","Dis Manibus Flaviae Semneti et Flavio Semno et Flavio Athenaeo fecit Athenaeus matri et fratribus bene merentibus",19521,4,"Atheneus",NA,NA,"Atheneus",NA,"Athenaeus*",NA,"male",NA,NA,NA,NA,NA,NA,NA
"222",20081,"HD018610",8.55,45.9167,"NULL","Transpadana (Regio XI)","NULL",1,100,"stele","NULL","votive inscription","Dian(a)e / Dometi/us(!) v(otum) s(olvit) l(ibens) m(erito)","Dianae Dometius votum solvit libens merito",20081,1,"Dometius(!)",NA,NA,"Dometius(!)",NA,"Dometius (= Domitius)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",20083,"HD018613",9.6833,45.3667,"NULL","Transpadana (Regio XI)","NULL",NA,NA,"NULL","NULL","votive inscription","Vitalio / Pastor A(ulus) / Priscus / Pastor","Vitalio Pastor Aulus Priscus Pastor",20083,1,"Vitalio",NA,NA,"Vitalio",NA,"Vitalio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",20084,"HD018613",9.6833,45.3667,"NULL","Transpadana (Regio XI)","NULL",NA,NA,"NULL","NULL","votive inscription","Vitalio / Pastor A(ulus) / Priscus / Pastor","Vitalio Pastor Aulus Priscus Pastor",20084,2,"Pastor",NA,NA,"Pastor",NA,"Pastor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",20085,"HD018613",9.6833,45.3667,"NULL","Transpadana (Regio XI)","NULL",NA,NA,"NULL","NULL","votive inscription","Vitalio / Pastor A(ulus) / Priscus / Pastor","Vitalio Pastor Aulus Priscus Pastor",20085,3,"A.",NA,NA,"A.",NA,"Aulus*",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",20086,"HD018613",9.6833,45.3667,"NULL","Transpadana (Regio XI)","NULL",NA,NA,"NULL","NULL","votive inscription","Vitalio / Pastor A(ulus) / Priscus / Pastor","Vitalio Pastor Aulus Priscus Pastor",20086,4,"Priscus",NA,NA,"Priscus",NA,"Priscus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",20087,"HD018613",9.6833,45.3667,"NULL","Transpadana (Regio XI)","NULL",NA,NA,"NULL","NULL","votive inscription","Vitalio / Pastor A(ulus) / Priscus / Pastor","Vitalio Pastor Aulus Priscus Pastor",20087,5,"Pastor",NA,NA,"Pastor",NA,"Pastor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",20397,"HD019148",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,150,"altar","NULL","epitaph","D(is) M(anibus) / Didiae M(arci) l(ibertae) / Salviae / Q(uintus) Didius Q(uinti) f(ilius) / Tertullinus / eques R(omanus) equo p(ublico) / matri optimae","Dis Manibus Didiae Marci libertae Salviae Quintus Didius Quinti filius Tertullinus eques Romanus equo publico matri optimae",20397,1,"Didiae M.l. Salviae",NA,"Didia","Didiae M.l. Salviae","Didia","Salvia",NA,"male",NA,"freedmen / freedwomen",NA,NA,NA,NA,"Didia"
"229",20398,"HD019148",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,150,"altar","NULL","epitaph","D(is) M(anibus) / Didiae M(arci) l(ibertae) / Salviae / Q(uintus) Didius Q(uinti) f(ilius) / Tertullinus / eques R(omanus) equo p(ublico) / matri optimae","Dis Manibus Didiae Marci libertae Salviae Quintus Didius Quinti filius Tertullinus eques Romanus equo publico matri optimae",20398,2,"Q. Didius Q.f. Tertullinus","Q.","Didius","Q. Didius Q.f. Tertullinus","Didius","Tertullinus",NA,"male",NA,"equestrian order",NA,NA,NA,NA,"Didius"
"230",20399,"HD019151",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",NA,NA,"instrumentum domesticum","Clay","identification inscription","Ol(iva) / nig(ra) / ex dul(cis) / excel(lens) / Med(iolanum) L(uci) B(---) D(---) // IS L X / |(denarios) X?","Oliva nigra ex dulcis excellens Mediolanum Luci B D IS L X denarios X",20399,1,"L. B. D.","L.","B(---)","L. B. D.","B(---)","D(---)",NA,"male",NA,NA,NA,NA,NA,NA,""
"231",20416,"HD019190",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",431,NA,"tabula","NULL","NULL","------] Marti[as ---] / [cons(ulatu) Bassi et Anti]ochi vv(irorum) cc(larissimorum) [------","Martias consulatu Bassi et Antiochi vvirorum cclarissimorum",20416,1,"[Bassi]",NA,NA,"[Bassi]",NA,"Bassus+",NA,"male",NA,"senatorial order",NA,NA,NA,NA,NA
"232",20417,"HD019190",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",431,NA,"tabula","NULL","NULL","------] Marti[as ---] / [cons(ulatu) Bassi et Anti]ochi vv(irorum) cc(larissimorum) [------","Martias consulatu Bassi et Antiochi vvirorum cclarissimorum",20417,2,"[Anti]ochi",NA,NA,"[Anti]ochi",NA,"Antiochus+",NA,"male",NA,"senatorial order",NA,NA,NA,NA,NA
"233",20458,"HD019249",7.3132,45.735,"Augusta Praetoria","Transpadana (Regio XI)","NULL",NA,NA,"altar","NULL","votive inscription","G(enio) T(iti) n(ostri) / et Iunoni / Varenae T(iti) f(iliae) / Severillae / Symphorus lib(ertus)","Genio Titi nostri et Iunoni Varenae Titi filiae Severillae Symphorus libertus",20458,1,"Varenae T.f. Severillae",NA,"Varena","Varenae T.f. Severillae","Varena","Severilla",NA,NA,NA,NA,NA,NA,NA,NA,"Varena"
"234",20459,"HD019249",7.3132,45.735,"Augusta Praetoria","Transpadana (Regio XI)","NULL",NA,NA,"altar","NULL","votive inscription","G(enio) T(iti) n(ostri) / et Iunoni / Varenae T(iti) f(iliae) / Severillae / Symphorus lib(ertus)","Genio Titi nostri et Iunoni Varenae Titi filiae Severillae Symphorus libertus",20459,2,"Symphorus",NA,NA,"Symphorus",NA,"Symphorus",NA,NA,NA,"freedmen / freedwomen",NA,NA,NA,NA,NA
"235",20467,"HD019255",7.3132,45.735,"Augusta Praetoria","Transpadana (Regio XI)","NULL",101,300,"altar","NULL","votive inscription","Montanus / Lunae / v(otum) s(olvit) l(ibens) m(erito) / s(oluto?) v(oto?) l(aetus?) s(um?)","Montanus Lunae votum solvit libens merito soluto voto laetus sum",20467,1,"Montanus",NA,NA,"Montanus",NA,"Montanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",20654,"HD019436",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",201,300,"stele","NULL","epitaph","[D(is)] M(anibus) // [Au]rel(io) Licini/[a]no |(centurioni) leg(ionis) V M(acedonicae) / [A]urel(ia) Mamu/[-?]so(?) coniugi / [kar]issimo et / [------","Dis Manibus Aurelio Liciniano centurioni legionis V Macedonicae Aurelia Mamu so coniugi karissimo et",20654,1,"[Au]rel. Licini[a]no",NA,"Aurelius+","[Au]rel. Licini[a]no","Aurelius","Licinianus+",NA,"male",NA,"military personnel",NA,NA,NA,NA,"Aurelius"
"237",20655,"HD019436",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",201,300,"stele","NULL","epitaph","[D(is)] M(anibus) // [Au]rel(io) Licini/[a]no |(centurioni) leg(ionis) V M(acedonicae) / [A]urel(ia) Mamu/[-?]so(?) coniugi / [kar]issimo et / [------","Dis Manibus Aurelio Liciniano centurioni legionis V Macedonicae Aurelia Mamu so coniugi karissimo et",20655,2,"[A]urel. Mamu[-?]so",NA,"Aurelia+","[A]urel. Mamu[-?]so","Aurelia","Mamu[-?]so",NA,"male",NA,NA,NA,NA,NA,NA,"Aurelia"
"238",20656,"HD019442",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",524,NA,"tabula","NULL","epitaph","B(onae) // m(emoriae) / hic requiescet(!) in pace Protaδia / relegiosa(!) femina qui vixet(!) / in s(a)eculo annus(!) plus minus / LV deposita est su<b=D> die X Ka/lendas A(u)gustas Opilione vi/ro clarissimo consule ind(ictione) se/cunda","Bonae memoriae hic requiescet in pace Protaδia relegiosa femina qui vixet in saeculo annus plus minus LV deposita est sub die X Kalendas Augustas Opilione viro clarissimo consule indictione secunda",20656,1,"Protaδia",NA,NA,"Protaδia",NA,"ProtaÎ´ia",NA,"female",NA,NA,NA,NA,NA,NA,NA
"239",20657,"HD019442",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",524,NA,"tabula","NULL","epitaph","B(onae) // m(emoriae) / hic requiescet(!) in pace Protaδia / relegiosa(!) femina qui vixet(!) / in s(a)eculo annus(!) plus minus / LV deposita est su<b=D> die X Ka/lendas A(u)gustas Opilione vi/ro clarissimo consule ind(ictione) se/cunda","Bonae memoriae hic requiescet in pace Protaδia relegiosa femina qui vixet in saeculo annus plus minus LV deposita est sub die X Kalendas Augustas Opilione viro clarissimo consule indictione secunda",20657,2,"Opilione",NA,NA,"Opilione",NA,"Opilio",NA,"male",NA,"senatorial order",NA,NA,NA,NA,NA
"240",20658,"HD019445",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",523,NA,"tabula","NULL","epitaph","------] / [--- cuiu]s in occasu / [---]s mors discrimena(!) sentit cum n[---] / vita perit cui lux mutata sepulc(h)ris et / superest in morte dies quem sorte su/prema ultima bis quinis peremerunt / tempora lustris dep(ositus?) su(b) d(ie) XVIIII Kal(endas) / Febr(uarias) Maximo v(iro) c(larissimo) cons(ule) // ------]ceviola / [---]uno / [------","cuius in occasu s mors discrimena sentit cum n vita perit cui lux mutata sepulchris et superest in morte dies quem sorte suprema ultima bis quinis peremerunt tempora lustris depositus sub die XVIIII Kalendas Februarias Maximo viro clarissimo consule ceviola uno",20658,1,"Maximo",NA,NA,"Maximo",NA,"Maximus",NA,"male",NA,"senatorial order",NA,NA,NA,NA,NA
"241",21149,"HD020092",9.3979,46.3197,"Comum","Transpadana (Regio XI)","Lombardia",101,200,"NULL","NULL","epitaph","D(is) M(anibus) / L(uci) Iuni / Privati / antistitis / dei Elei / p(ecunia) p(ublica)","Dis Manibus Luci Iuni Privati antistitis dei Elei pecunia publica",21149,1,"L. Iuni Privati","L.","Iunius","L. Iuni Privati","Iunius","Privatus",NA,"male",NA,NA,NA,NA,NA,NA,"Iunius"
"242",21150,"HD020095",9.0858,45.8119,"Comum","Transpadana (Regio XI)","NULL",51,200,"altar","NULL","votive inscription","Minervae / L(ucius) Iuventius / Pussienus / v(otum) s(olvit) l(ibens) m(erito)","Minervae Lucius Iuventius Pussienus votum solvit libens merito",21150,1,"L. Iuventius Pussienus","L.","Iuventius","L. Iuventius Pussienus","Iuventius","Pussienus",NA,NA,NA,NA,NA,NA,NA,NA,"Iuventius"
"243",21151,"HD020098",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",395,397,"tabula","NULL","votive inscription","[Condidit Ambr]osius [templum dominoque sacravit] / [nomine apos]toli[co munere reliquiis] / [forma crucis t]emplum [est templum victoria Christi] / [sacra triumphalis signat imago locum] / [in capite est templi vitae Nazarius almae] / [et sublime] solum [martyris exuviis] / [crux ubi sac]ratum c[aput extulit orbe reflexo] / [hoc caput e]st tem[plo Nazarioque domus] / [qui fovet ae]terna [victor(ia) pietate quietem] / [crux cui palm]a [fuit crux etiam sinus est]","Condidit Ambrosius templum domino que sacravit nomine apostolico munere reliquiis forma crucis templum est templum victoria Christi sacra triumphalis signat imago locum in capite est templi vitae Nazarius almae et sublime solum martyris exuviis crux ubi sacratum caput extulit orbe reflexo hoc caput est templo Nazario que domus qui fovet aeterna victoria pietate quietem crux cui palma fuit crux etiam sinus est",21151,1,"[Ambr]osius",NA,NA,"[Ambr]osius",NA,"Ambrosius+",NA,"male",NA,NA,NA,NA,NA,NA,NA
"244",21152,"HD020098",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",395,397,"tabula","NULL","votive inscription","[Condidit Ambr]osius [templum dominoque sacravit] / [nomine apos]toli[co munere reliquiis] / [forma crucis t]emplum [est templum victoria Christi] / [sacra triumphalis signat imago locum] / [in capite est templi vitae Nazarius almae] / [et sublime] solum [martyris exuviis] / [crux ubi sac]ratum c[aput extulit orbe reflexo] / [hoc caput e]st tem[plo Nazarioque domus] / [qui fovet ae]terna [victor(ia) pietate quietem] / [crux cui palm]a [fuit crux etiam sinus est]","Condidit Ambrosius templum domino que sacravit nomine apostolico munere reliquiis forma crucis templum est templum victoria Christi sacra triumphalis signat imago locum in capite est templi vitae Nazarius almae et sublime solum martyris exuviis crux ubi sacratum caput extulit orbe reflexo hoc caput est templo Nazario que domus qui fovet aeterna victoria pietate quietem crux cui palma fuit crux etiam sinus est",21152,2,"[Nazarius]",NA,NA,"[Nazarius]",NA,"Nazarius+",NA,"male",NA,NA,NA,NA,NA,NA,NA
"245",21989,"HD021115",9.0855,45.812,"Comum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","L(ucio) Valerio / Valeriano / et L(ucio) Valerio / Tertullino / fil(io) eius et / Albuciae M(arci) f(iliae) / Secundae / matri / Valeriani / colleg(ium) centon(ariorum) / Albucia M(arci) f(ilia) / Secunda / impend(ia) remis(it) / et in tutelam / dedit HS m(ille)","Lucio Valerio Valeriano et Lucio Valerio Tertullino filio eius et Albuciae Marci filiae Secundae matri Valeriani collegium centonariorum Albucia Marci filia Secunda impendia remisit et in tutelam dedit HS mille",21989,1,"L. Valerio Valeriano","L.","Valerius","L. Valerio Valeriano","Valerius","Valerianus",NA,"male",NA,NA,NA,NA,NA,NA,"Valerius"
"246",21990,"HD021115",9.0855,45.812,"Comum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","L(ucio) Valerio / Valeriano / et L(ucio) Valerio / Tertullino / fil(io) eius et / Albuciae M(arci) f(iliae) / Secundae / matri / Valeriani / colleg(ium) centon(ariorum) / Albucia M(arci) f(ilia) / Secunda / impend(ia) remis(it) / et in tutelam / dedit HS m(ille)","Lucio Valerio Valeriano et Lucio Valerio Tertullino filio eius et Albuciae Marci filiae Secundae matri Valeriani collegium centonariorum Albucia Marci filia Secunda impendia remisit et in tutelam dedit HS mille",21990,2,"L. Valerio Tertullino","L.","Valerius","L. Valerio Tertullino","Valerius","Tertullinus",NA,"male",NA,NA,NA,NA,NA,NA,"Valerius"
"247",21991,"HD021115",9.0855,45.812,"Comum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","L(ucio) Valerio / Valeriano / et L(ucio) Valerio / Tertullino / fil(io) eius et / Albuciae M(arci) f(iliae) / Secundae / matri / Valeriani / colleg(ium) centon(ariorum) / Albucia M(arci) f(ilia) / Secunda / impend(ia) remis(it) / et in tutelam / dedit HS m(ille)","Lucio Valerio Valeriano et Lucio Valerio Tertullino filio eius et Albuciae Marci filiae Secundae matri Valeriani collegium centonariorum Albucia Marci filia Secunda impendia remisit et in tutelam dedit HS mille",21991,3,"Albuciae M.f. Secundae",NA,"Albucia","Albuciae M.f. Secundae","Albucia","Secunda",NA,"male",NA,NA,NA,NA,NA,NA,"Albucia"
"248",22056,"HD021333",8.5833,45.7667,"NULL","Transpadana (Regio XI)","NULL",1,500,"instrumentum domesticum","Clay","NULL","Acas[tus Aco] // [In]circo [p]alma semper et laurus viret / ne desit unquam praemium victoribus","Acastus Aco Incirco palma semper et laurus viret ne desit unquam praemium victoribus",22056,1,"Acas[tus Aco]",NA,"Aco+","Acas[tus Aco]","Aco","Acastus+",NA,NA,NA,NA,NA,NA,NA,NA,"Aco"
"249",22223,"HD021736",NA,NA,"NULL","Transpadana (Regio XI)","NULL",326,NA,"mile-/leaguestone","NULL","mile-/leaguestone","[D(omino)] n(ostro) Imp(eratori) Caes(ari) / [Fl(avio) Co]nstantino / Max(imo) P(io) F(elici) Victori / Aug(usto) pontif(ici) max(imo) / trib(unicia) pot(estate) XXIII imp(eratori) / XXII cons(uli) VII / p(atri) p(atriae) procons(uli) hu[manarum rerum] / [optimo principi] / [divi Constanti filio] / [b(ono) r(ei) p(ublicae) n(ato)] / [------?","Domino nostro Imperatori Caesari Flavio Constantino Maximo Pio Felici Victori Augusto pontifici maximo tribunicia potestate XXIII imperatori XXII consuli VII patri patriae proconsuli humanarum rerum optimo principi divi Constanti filio bono rei publicae nato",22223,1,"[Fl. Co]nstantino [Constanti f.]",NA,"Flavius+*","[Fl. Co]nstantino [Constanti f.]","Flavius","Constantinus+",NA,NA,NA,NA,NA,NA,NA,NA,"Flavius"
"250",22224,"HD021736",NA,NA,"NULL","Transpadana (Regio XI)","NULL",326,NA,"mile-/leaguestone","NULL","mile-/leaguestone","[D(omino)] n(ostro) Imp(eratori) Caes(ari) / [Fl(avio) Co]nstantino / Max(imo) P(io) F(elici) Victori / Aug(usto) pontif(ici) max(imo) / trib(unicia) pot(estate) XXIII imp(eratori) / XXII cons(uli) VII / p(atri) p(atriae) procons(uli) hu[manarum rerum] / [optimo principi] / [divi Constanti filio] / [b(ono) r(ei) p(ublicae) n(ato)] / [------?","Domino nostro Imperatori Caesari Flavio Constantino Maximo Pio Felici Victori Augusto pontifici maximo tribunicia potestate XXIII imperatori XXII consuli VII patri patriae proconsuli humanarum rerum optimo principi divi Constanti filio bono rei publicae nato",22224,2,"[Constanti]",NA,NA,"[Constanti]",NA,"Constantius+",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",22229,"HD021760",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",301,500,"tabula","NULL","epitaph","ἐνθάδ’ ἀριζήλοιο Διοσκόρου / ἔπλετο σῆμα οὗ μέλιτος / [γ]λυκίων φθόγγος ἔην στόματος / ἰητροῦ τάφος εἰμὶ Διοσκόρου / ὅς διὰ τέχνην πολλάκι κά/μνοντας ῥύσα[το κ]αὶ θανάτου / οὗτος παντοίης σοφίης ἐπὶ τέρ/ματ’ ἐλάσσας ἐνθάδε σῶμα / λιπὼν ἐς παράδισον ἔβη / ἐνθάδ’ ἀνὴρ κεῖται τέχνης / Παιήονος ἴδρις μύθωι καὶ χάρισιν πάντας ὑπερπτάμε/νος τοὔνομα πατρὸς ἔχων Διόσκορος ἦν δ’ ἀπὸ πάτρης Αἰγύπτου ζαθέης ἡ δὲ πόλις τὸ γέρας // Hic est ille situs Dioscorus ill[iu]s / lingua conticuit melle dulcior / ille sonus / [de]p(ositus) XII Kal(endas) Decembr(es)","ἐνθάδ’ ἀριζήλοιο Διοσκόρου ἔπλετο σῆμα οὗ μέλιτος γλυκίων φθόγγος ἔην στόματος ἰητροῦ τάφος εἰμὶ Διοσκόρου ὅς διὰ τέχνην πολλάκι κάμνοντας ῥύσατο καὶ θανάτου οὗτος παντοίης σοφίης ἐπὶ τέρματ’ ἐλάσσας ἐνθάδε σῶμα λιπὼν ἐς παράδισον ἔβη ἐνθάδ’ ἀνὴρ κεῖται τέχνης Παιήονος ἴδρις μύθωι καὶ χάρισιν πάντας ὑπερπτάμενος τοὔνομα πατρὸς ἔχων Διόσκορος ἦν δ’ ἀπὸ πάτρης Αἰγύπτου ζαθέης ἡ δὲ πόλις τὸ γέρας Hic est ille situs Dioscorus illius lingua conticuit melle dulcior ille sonus depositus XII Kalendas Decembres",22229,1,"Dioscorus",NA,NA,"Dioscorus",NA,"Dioscorus",NA,"male",NA,NA,NA,NA,NA,NA,NA
"252",22239,"HD021772",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","------] C(ai) f(ilio) Pol(lia) / Passeri / [IIIIv]iro via[rum cur(andarum)] / [---]EDON[------","Cai filio Pollia Passeri IIII viro viarum curandarum EDON",22239,1,"[---] C.f. Pol. Passeri","[-]","[---]","[---] C.f. Pol. Passeri","[---]","Passer",NA,"male",NA,"senatorial order",NA,NA,NA,NA,""
"253",22270,"HD021825",8.5833,45.7667,"NULL","Transpadana (Regio XI)","NULL",1,100,"altar","NULL","votive inscription","Voto [soluto] / Ma[tronis] / Sex(tus) S[---] / dic[avit]","Voto soluto Matronis Sextus S dicavit",22270,1,"Sex. S[---]","Sex.","S[---]","Sex. S[---]","S[---]",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
